intervid,treatment,resp_female,resp_primary,resp_secondary,resp_tertiary,resp_noschool,resp_age,resp_married,resp_emp,hhmem,hhmem_adults,hhmem_children,hhmem_elderly,hhmem_employed,hhmem_unemployed,hhmem_retired,hhmem_school,total_exp,food_exp,nondur_exp,dur_exp,temp_exp,savings_avg,followup
573,0,1,0,1,0,0,19,0,0,2,2,0,0,0,2,0,0,12780,2600,2640,6500,1040,1500,1
575,1,0,0,1,0,0,42,0,0,5,4,1,0,0,3,0,1,21280,11440,7800,1000,1040,1500,1
579,1,0,0,1,0,0,47,0,1,3,3,0,1,1,0,1,0,36060,7800,2760,25500,0,7000,1
582,0,1,0,0,1,0,19,0,1,2,2,0,0,2,0,0,0,8660,5200,2760,700,0,0,1
584,1,0,0,1,0,0,21,1,0,3,3,0,0,0,3,0,0,10196,3640,4176,300,2080,500,1
585,0,1,0,1,0,0,34,0,1,5,2,3,0,2,0,0,3,6880,2600,1200,2300,780,0,1
586,1,0,0,1,0,0,24,0,1,4,4,0,0,2,0,1,0,3760,2600,120,0,1040,7000,1
587,1,1,0,1,0,0,44,0,1,5,4,1,0,2,1,0,2,5480,2080,2940,200,260,0,1
588,0,0,0,1,0,0,41,0,1,4,2,2,0,2,0,0,2,9580,5200,840,2500,1040,0,1
589,1,0,0,0,1,0,27,1,1,3,3,0,0,2,0,1,1,8480,5200,960,1800,520,3000,1
591,0,1,0,1,0,0,42,0,1,3,3,0,0,2,0,0,0,10040,8840,600,600,0,0,1
592,0,0,0,1,0,0,34,0,0,4,2,2,0,0,2,0,1,21340,4680,12600,3800,260,0,1
598,0,1,0,1,0,0,43,0,1,4,4,0,0,3,0,0,0,13560,7800,4440,800,520,0,1
601,0,0,0,1,0,0,23,1,1,5,4,1,0,3,0,0,1,33610,13000,7020,9170,4420,0,1
607,1,0,0,1,0,0,43,0,1,3,3,0,0,1,0,0,1,4560,2600,1440,0,520,0,1
608,0,0,0,1,0,0,31,0,1,5,4,1,0,1,1,0,1,3090,1560,480,1050,0,0,1
609,1,0,0,1,0,0,36,0,0,4,2,2,0,1,1,0,2,18736,10920,6360,0,1456,0,1
610,0,1,1,0,0,0,53,0,1,2,1,1,0,1,0,0,1,6760,5200,840,200,520,0,1
614,0,1,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,3480,3120,360,0,0,0,1
615,0,0,0,1,0,0,40,1,1,1,1,0,0,1,0,0,0,16320,7800,480,7000,1040,0,1
616,1,0,0,1,0,0,39,1,1,2,2,0,1,1,0,1,0,8990,7800,540,650,0,0,1
618,0,1,1,0,0,0,29,0,0,8,3,5,1,0,1,0,3,11480,8580,360,1500,1040,0,1
619,1,0,0,1,0,0,25,1,1,4,4,0,0,4,0,0,0,27660,7800,6360,13500,0,0,1
621,0,1,0,1,0,0,25,1,1,1,1,0,0,1,0,0,1,5080,2600,1200,500,780,0,1
622,0,0,0,1,0,0,31,1,1,4,4,0,2,2,0,2,0,39619,15600,19980,1959,2080,15000,1
623,1,0,0,1,0,0,25,1,0,7,5,2,0,1,4,0,2,7800,5200,1560,0,1040,0,1
624,0,0,0,1,0,0,35,0,1,4,2,2,0,1,1,0,1,13940,2600,7560,3000,780,15000,1
625,0,1,0,1,0,0,28,0,1,4,2,2,0,2,0,0,1,9900,5720,3000,400,780,0,1
627,1,0,1,0,0,0,24,0,1,5,4,0,0,1,1,0,0,6070,3640,1200,450,780,1500,1
629,1,0,0,1,0,0,28,0,1,1,1,0,0,1,0,0,0,20080,14040,840,0,5200,0,1
630,1,1,1,0,0,0,27,0,1,3,2,1,0,2,0,0,0,18560,10920,3600,3000,1040,0,1
634,1,0,1,0,0,0,54,0,0,1,1,0,0,0,1,0,0,4960,2600,1080,500,780,0,1
635,1,1,0,1,0,0,36,0,0,4,4,0,0,0,1,1,1,16720,10920,3000,1500,1300,1500,1
636,0,0,0,1,0,0,41,0,0,2,2,0,0,0,1,0,0,12200,5200,1800,0,5200,0,1
638,1,1,0,1,0,0,35,0,1,4,3,1,0,2,0,0,2,18960,12480,6180,300,0,0,1
640,0,1,0,1,0,0,34,0,1,1,1,0,0,1,0,0,0,3960,3120,840,0,0,0,1
641,1,1,0,1,0,0,34,0,0,5,3,2,1,0,1,1,1,4440,2600,600,200,1040,0,1
642,1,1,0,0,1,0,29,0,1,4,2,2,0,2,0,0,3,35840,15600,4440,13200,2600,0,1
643,0,0,1,0,0,0,60,0,0,2,2,0,0,0,1,1,0,4780,1560,1200,1500,520,0,1
646,1,0,0,1,0,0,31,0,1,4,2,2,0,1,1,0,0,47223,11323,3300,30000,2600,0,1
647,1,1,1,0,0,0,55,0,0,3,3,0,0,1,1,1,0,9244,2080,372,5700,1092,1500,1
648,0,1,0,1,0,0,24,0,0,2,1,1,0,0,1,0,0,15004,13000,2004,0,0,0,1
650,0,0,0,1,0,0,56,0,0,3,2,1,0,1,1,0,2,34960,8580,14880,11500,0,1500,1
654,1,0,0,1,0,0,59,0,0,3,3,0,1,0,0,2,0,3940,2600,300,0,1040,0,1
655,1,0,1,0,0,0,36,0,1,4,2,2,0,1,0,0,2,7968,2288,480,3900,1300,0,1
656,1,1,1,0,0,0,55,0,0,2,2,0,0,0,0,1,1,1640,1040,600,0,0,0,1
657,1,0,0,1,0,0,21,1,1,6,4,0,0,3,0,1,1,20200,11440,5400,1800,1560,0,1
658,1,0,0,1,0,0,46,0,1,3,3,0,0,1,0,0,1,3730,2600,984,146,0,0,1
660,1,1,0,1,0,0,25,0,1,6,3,3,0,3,0,0,1,26434,21840,1344,3250,0,7000,1
661,0,1,0,1,0,0,22,0,0,3,2,1,0,1,1,0,0,1588,1300,288,0,0,0,1
666,0,0,0,1,0,0,19,1,0,1,1,0,0,0,0,0,0,8020,4160,2100,200,1560,0,1
669,1,0,0,1,0,0,28,0,1,3,2,1,0,2,0,0,0,10650,7800,1200,350,1300,7000,1
675,1,0,0,1,0,0,35,0,1,4,3,1,0,2,0,1,1,10868,7800,2040,300,728,500,1
677,1,0,1,0,0,0,48,0,0,1,1,0,0,0,1,0,0,8200,5200,1200,1800,0,0,1
679,1,0,1,0,0,0,37,0,0,4,2,2,0,0,1,0,2,14104,10920,1920,900,364,1500,1
680,0,0,1,0,0,0,24,0,0,5,2,2,0,0,1,0,0,12460,7800,1560,500,2600,15000,1
684,0,1,0,1,0,0,49,0,0,4,4,0,0,0,4,0,0,7525,5200,540,225,1560,0,1
685,0,0,1,0,0,0,52,0,1,4,4,0,0,3,0,0,1,5560,4160,480,400,520,0,1
687,1,0,0,1,0,0,25,1,1,4,4,0,0,1,1,1,0,7140,5200,1020,400,520,0,1
691,0,0,1,0,0,0,30,0,0,4,2,2,0,0,1,0,1,5960,4160,1800,0,0,3000,1
694,1,0,0,1,0,0,32,0,1,4,2,2,0,2,0,0,2,13900,9360,3000,760,780,1500,1
695,1,0,0,1,0,0,22,0,1,2,2,0,0,1,1,0,1,3148,1820,600,0,728,0,1
698,1,0,0,1,0,0,45,0,0,5,4,1,0,1,1,0,2,16640,10400,2220,3500,520,0,1
701,0,1,1,0,0,0,47,0,0,8,7,1,0,2,4,0,0,17700,9360,1800,4460,2080,15000,1
702,1,1,0,1,0,0,23,0,1,2,2,0,0,2,0,0,1,40600,13000,3600,24000,0,0,1
708,1,0,1,0,0,0,31,1,1,3,3,0,0,1,2,0,0,7996,5200,600,740,1456,0,1
710,0,0,0,1,0,0,31,0,1,2,2,0,0,1,1,0,0,11120,3640,2400,4300,780,0,1
713,0,0,0,1,0,0,48,0,1,5,4,1,0,3,0,0,0,7440,5200,1200,0,1040,0,1
715,0,1,0,1,0,0,27,1,1,1,1,0,0,1,0,0,0,8900,7800,900,200,0,0,1
716,1,0,0,1,0,0,26,0,1,2,2,0,0,1,1,0,0,20500,4680,1920,13900,0,15000,1
724,1,0,0,1,0,0,46,0,1,4,4,0,0,2,2,0,0,15550,6240,3960,4570,780,7000,1
728,1,0,1,0,0,0,50,0,0,3,3,0,0,1,2,0,0,3272,2600,360,0,312,0,1
731,0,1,0,1,0,0,32,0,1,4,2,2,0,2,0,0,2,13420,10400,2160,860,0,0,1
734,0,1,0,1,0,0,18,1,1,1,1,0,0,1,0,0,0,5516,2080,2916,0,520,0,1
736,1,0,0,1,0,0,42,0,0,5,3,2,0,1,1,0,1,9728,5200,1800,2000,728,0,1
739,1,0,0,1,0,0,43,0,1,3,2,1,0,1,1,0,1,13926,10400,696,2050,780,0,1
743,1,1,0,1,0,0,37,0,1,4,3,1,0,1,0,1,2,7720,3120,600,4000,0,0,1
744,0,0,0,1,0,0,25,1,0,3,3,0,0,1,1,1,0,5300,3640,1560,100,0,15000,1
747,1,1,1,0,0,0,47,0,0,4,3,1,0,1,2,0,2,6464,3484,1800,400,780,0,1
749,1,1,1,0,0,0,19,0,0,3,2,1,0,0,2,0,0,10516,7800,240,1800,676,1500,1
750,1,0,1,0,0,0,47,0,1,3,2,1,0,1,0,0,1,4664,3900,360,300,104,0,1
754,0,0,0,1,0,0,23,1,1,4,4,0,1,1,2,1,0,9640,6760,2880,0,0,0,1
755,0,1,1,0,0,0,50,0,0,5,4,1,0,0,2,1,0,43550,5200,11400,25650,1300,0,1
759,0,0,0,1,0,0,19,1,0,5,3,2,0,0,1,0,1,18560,2600,240,15200,520,0,1
761,0,1,0,1,0,0,41,0,1,2,2,0,0,2,0,0,0,6160,3640,1200,800,520,0,1
766,1,0,0,1,0,0,29,0,1,5,3,1,0,1,1,1,1,8584,4160,3600,200,624,7000,1
767,1,1,0,1,0,0,55,0,0,2,2,0,0,0,0,2,0,6900,5200,1080,100,520,0,1
770,1,1,0,1,0,0,24,0,1,3,2,1,0,2,0,0,0,5160,3640,480,0,1040,500,1
774,0,0,1,0,0,0,23,0,1,4,2,2,0,1,0,0,0,22330,8840,9480,2450,1560,0,1
775,1,1,1,0,0,0,31,0,0,5,3,2,0,1,0,0,1,7800,5200,1200,100,1300,0,1
777,1,0,1,0,0,0,27,0,1,5,2,3,0,1,0,0,1,4946,3640,240,650,416,3000,1
780,0,0,0,1,0,0,46,0,0,5,3,2,0,0,1,0,1,10020,4160,1800,940,3120,1500,1
781,1,1,0,0,1,0,23,0,1,4,2,2,0,1,1,0,2,5060,3120,1140,800,0,0,1
784,0,1,0,1,0,0,49,0,0,2,2,0,0,1,1,0,0,4252,1040,432,2000,780,1500,1
785,1,1,1,0,0,0,25,0,1,8,4,4,0,4,0,0,4,7740,5200,1200,300,1040,0,1
786,0,0,0,1,0,0,36,0,1,4,2,2,0,1,0,0,0,10720,8060,660,2000,0,0,1
791,1,1,1,0,0,0,43,0,0,8,6,2,1,1,2,0,3,12440,6760,480,5200,0,0,1
792,0,0,0,1,0,0,36,0,1,3,2,1,0,1,1,0,1,8260,5980,600,900,780,1500,1
793,0,0,0,1,0,0,42,0,1,5,2,3,0,2,0,0,3,11850,3120,2280,6450,0,0,1
797,0,0,0,1,0,0,19,1,1,4,4,0,0,2,1,0,1,7200,3120,2760,800,520,0,1
798,1,0,0,1,0,0,54,0,1,6,3,3,0,1,0,0,4,13940,10400,720,2300,520,0,1
799,1,0,1,0,0,0,47,0,0,6,6,0,0,0,5,0,0,6260,4160,1320,0,780,0,1
802,1,1,0,1,0,0,26,0,0,4,2,2,0,0,2,0,0,6628,3900,1200,800,728,0,1
803,1,0,0,1,0,0,45,0,1,2,2,0,0,1,0,0,0,6268,5200,600,0,468,0,1
805,0,0,0,1,0,0,33,0,0,4,2,2,0,0,1,0,2,35140,7800,7200,16500,3640,0,1
806,1,1,0,1,0,0,31,1,1,2,2,0,0,2,0,0,0,10040,6760,2760,0,520,0,1
808,0,1,1,0,0,0,28,0,0,4,2,1,0,1,1,0,1,4126,2756,780,70,520,0,1
813,0,0,0,1,0,0,26,0,0,5,5,0,0,0,4,0,0,7712,5200,1284,500,728,7000,1
814,1,1,0,1,0,0,31,0,1,2,1,1,0,1,0,0,1,8080,7800,180,100,0,0,1
815,1,0,0,1,0,0,30,0,0,7,5,1,0,1,2,0,2,35300,6240,6720,21300,1040,0,1
816,0,0,0,1,0,0,35,1,0,4,4,0,1,1,2,1,0,4460,3120,720,100,520,0,1
821,0,1,0,1,0,0,26,1,1,3,3,0,0,1,1,0,0,7196,5200,1320,0,676,0,1
823,0,0,0,1,0,0,39,0,1,5,2,3,0,2,0,0,3,25870,18200,7320,350,0,7000,1
824,0,0,0,1,0,0,39,0,1,4,3,1,0,1,1,0,1,12520,9360,2640,0,520,0,1
825,0,1,0,1,0,0,25,0,1,5,4,1,0,2,1,0,0,8992,8320,672,0,0,500,1
827,0,1,1,0,0,0,38,0,0,4,3,1,0,1,1,0,2,17920,12220,1920,3000,780,0,1
829,1,1,1,0,0,0,34,0,0,5,2,3,0,1,1,0,2,6720,2600,2460,1140,520,0,1
832,0,0,0,1,0,0,49,0,1,2,2,0,0,1,1,0,0,16196,6760,4044,4300,1092,0,1
840,1,0,0,1,0,0,27,0,1,3,3,0,0,1,0,1,0,3892,2080,720,0,1092,0,1
846,1,0,0,1,0,0,20,1,1,2,2,0,0,2,0,0,0,2760,1560,1200,0,0,0,1
848,1,0,0,1,0,0,48,0,1,1,1,0,0,1,0,0,0,15376,10400,3840,200,936,0,1
849,1,0,0,1,0,0,63,0,1,1,1,0,0,1,0,0,0,8120,5720,2400,0,0,0,1
850,1,1,1,0,0,0,41,0,0,6,4,2,0,3,0,0,1,7064,5200,900,600,364,0,1
851,1,0,0,1,0,0,18,1,0,4,3,1,0,1,1,0,1,5620,1560,2400,100,1560,0,1
853,1,0,0,1,0,0,42,0,1,3,3,0,1,1,0,2,0,13170,8580,3000,550,1040,0,1
854,1,1,0,1,0,0,52,0,1,3,3,0,0,3,0,0,0,23080,3640,3600,14800,1040,0,1
857,0,0,0,0,1,0,47,0,0,4,3,1,0,1,1,0,3,19620,14040,3000,1800,780,0,1
859,1,0,0,1,0,0,31,0,1,3,2,1,0,1,1,0,0,15840,5200,9720,400,520,0,1
860,0,0,1,0,0,0,33,0,1,4,2,1,0,1,0,0,0,11680,5200,3480,400,2600,0,1
865,1,0,0,1,0,0,19,1,1,4,4,0,0,3,0,0,1,49580,31200,8400,9200,780,0,1
866,0,0,0,1,0,0,18,1,1,4,3,1,0,1,1,0,1,5624,1560,3960,0,104,1500,1
874,0,0,0,1,0,0,44,0,0,3,2,1,0,0,2,0,1,8190,5720,1800,150,520,0,1
876,1,1,1,0,0,0,31,0,0,6,2,4,0,1,1,0,4,8420,5200,960,700,1560,1500,1
877,0,0,0,0,1,0,21,1,0,1,1,0,0,0,1,0,0,15160,7800,600,5200,1560,0,1
879,1,1,0,1,0,0,38,0,1,4,2,2,0,2,0,0,2,12130,8840,1440,1070,780,0,1
884,1,0,0,0,1,0,18,1,0,5,5,0,1,2,1,1,1,14388,8840,3528,1500,520,0,1
890,0,0,0,1,0,0,45,0,1,4,4,0,0,1,1,0,1,19540,6760,3156,7700,1924,1500,1
891,0,0,0,1,0,0,21,1,1,4,4,0,0,2,1,1,0,16024,11960,1884,620,1560,0,1
893,1,0,0,0,1,0,46,0,1,4,2,1,0,1,0,1,0,3240,1560,660,500,520,0,1
897,1,0,0,1,0,0,34,1,1,1,1,0,0,1,0,0,0,8030,4420,3480,130,0,500,1
898,0,0,0,1,0,0,30,0,1,5,3,2,1,1,0,0,0,5332,4420,600,0,312,0,1
905,1,1,0,1,0,0,42,0,0,3,2,1,0,0,1,0,2,8920,5980,1440,1500,0,0,1
908,1,0,1,0,0,0,45,0,0,4,4,0,0,0,3,0,0,16300,15600,600,100,0,0,1
915,0,0,0,1,0,0,22,1,0,1,1,0,0,0,0,0,0,32498,6058,12840,11000,2600,0,1
929,1,0,0,1,0,0,49,0,0,3,3,0,0,1,0,1,1,55040,4680,14760,33000,2600,0,1
931,1,1,0,1,0,0,38,0,1,6,5,1,1,1,0,2,3,8880,6240,1200,400,1040,3000,1
933,1,0,0,1,0,0,25,1,1,2,2,0,0,2,0,0,0,4960,1560,2400,1000,0,0,1
935,1,0,0,0,1,0,49,0,0,3,3,0,0,1,0,1,1,14112,5200,3600,5000,312,0,1
937,0,1,0,1,0,0,28,1,1,1,1,0,0,1,0,0,0,6520,5200,540,0,780,0,1
939,0,1,0,0,1,0,20,1,0,4,4,0,0,1,2,0,1,12200,2600,5040,3000,1560,0,1
941,0,1,1,0,0,0,55,0,0,1,1,0,0,0,0,1,0,7580,5200,360,1500,520,0,1
942,1,1,0,1,0,0,45,0,0,6,5,1,0,3,1,0,0,10772,7800,2400,0,572,0,1
945,1,1,1,0,0,0,27,0,1,4,3,1,0,3,0,0,1,22990,15600,4320,2550,520,0,1
947,0,1,1,0,0,0,47,0,0,5,5,0,1,0,4,1,0,8340,7800,240,300,0,0,1
948,1,1,0,1,0,0,26,0,0,10,6,4,1,2,2,1,2,16200,15600,600,0,0,0,1
950,1,0,0,1,0,0,18,1,0,6,4,0,0,2,0,3,1,16640,13000,960,600,2080,0,1
951,1,1,0,1,0,0,22,0,1,3,2,1,0,2,0,0,0,6400,5200,1200,0,0,0,1
953,1,0,0,1,0,0,45,0,1,2,2,0,0,1,0,0,0,13320,11960,840,0,520,0,1
954,0,0,0,1,0,0,25,1,1,5,5,0,1,3,0,1,0,21600,8840,5220,6500,1040,0,1
955,1,0,0,1,0,0,24,1,0,3,3,0,0,0,2,0,0,5232,3900,432,900,0,500,1
956,0,1,0,1,0,0,34,0,0,3,2,1,0,1,1,0,0,11065,7800,1680,25,1560,0,1
958,1,0,1,0,0,0,61,0,0,2,2,0,0,0,1,0,0,2380,520,768,0,1092,0,1
959,1,0,1,0,0,0,56,0,1,4,4,0,0,4,0,0,0,9000,7800,1200,0,0,0,1
961,1,0,0,1,0,0,25,1,1,4,4,0,1,1,1,1,0,14210,6500,7320,390,0,0,1
962,1,1,0,0,1,0,27,0,1,6,4,2,0,2,0,2,1,27700,7800,12600,4700,2600,0,1
964,1,0,0,1,0,0,31,0,1,5,4,1,0,2,0,1,0,11980,9360,600,1500,520,0,1
965,1,1,0,1,0,0,60,0,0,3,3,0,1,0,0,3,0,9600,5200,1200,3200,0,0,1
969,1,1,1,0,0,0,39,0,0,2,1,1,0,0,1,0,1,7940,3120,1884,2000,936,0,1
971,0,1,1,0,0,0,51,0,0,5,3,2,0,1,1,1,0,11880,7800,4080,0,0,0,1
972,1,0,0,1,0,0,25,1,1,2,2,0,0,2,0,0,0,17240,11960,3840,400,1040,7000,1
974,1,0,1,0,0,0,38,0,1,5,3,2,0,2,0,0,3,8980,3640,4320,500,520,0,1
979,1,1,0,1,0,0,43,0,1,1,1,0,0,1,0,0,0,5284,4680,240,0,364,0,1
980,1,0,0,1,0,0,25,1,1,4,4,0,0,1,1,0,1,8260,6760,1200,300,0,0,1
981,0,1,1,0,0,0,47,0,1,4,3,1,0,3,0,0,1,6600,5720,480,400,0,0,1
982,0,0,0,1,0,0,42,0,1,1,1,0,0,1,0,0,0,8980,2860,1560,4040,520,0,1
987,0,0,0,1,0,0,19,1,1,5,4,1,0,1,3,0,1,22940,7800,1560,11500,2080,0,1
991,1,0,0,1,0,0,37,1,1,5,4,1,1,1,0,2,2,16200,11180,2400,2100,520,7000,1
993,1,1,0,1,0,0,46,0,0,4,4,0,1,2,2,0,0,6040,5200,840,0,0,1500,1
996,0,1,0,1,0,0,54,0,0,3,2,1,0,0,1,1,1,12380,10400,240,700,1040,0,1
1000,0,1,1,0,0,0,26,1,0,2,1,1,0,0,1,0,0,8428,6760,540,400,728,0,1
1004,0,1,1,0,0,0,44,0,1,2,2,0,0,2,0,0,0,16220,10400,4440,600,780,3000,1
1006,1,0,1,0,0,0,43,0,0,4,4,0,0,0,1,0,2,9030,3328,3672,1250,780,0,1
1010,1,0,0,1,0,0,41,0,1,5,5,0,1,1,1,1,2,10248,5980,2340,1200,728,0,1
1013,1,0,1,0,0,0,33,1,0,4,3,1,1,0,2,1,1,8560,4940,1200,1900,520,0,1
1015,1,0,0,1,0,0,47,0,0,5,4,1,0,0,3,0,2,14970,8320,6000,650,0,0,1
1016,1,1,0,1,0,0,27,1,1,1,1,0,0,1,0,0,0,4280,2600,1680,0,0,0,1
1021,1,0,1,0,0,0,61,0,0,5,3,2,0,0,1,2,2,8224,5200,600,1800,624,0,1
1024,1,0,0,1,0,0,36,0,1,3,2,1,0,1,1,0,0,11340,6760,2040,1760,780,0,1
1026,0,0,0,1,0,0,21,1,0,4,3,1,1,0,0,1,1,14800,5200,6600,3000,0,0,1
1027,1,1,0,1,0,0,51,0,0,2,2,0,0,0,2,0,0,12440,7800,120,4000,520,0,1
1029,0,1,0,1,0,0,29,0,1,3,2,1,0,2,0,0,0,16800,7800,1500,7500,0,0,1
1032,1,0,0,1,0,0,23,1,0,4,3,1,0,0,2,0,2,7600,2600,4800,200,0,0,1
1035,0,0,0,1,0,0,47,0,1,4,4,0,0,2,0,0,1,4300,2600,1200,500,0,0,1
1037,0,0,0,1,0,0,22,1,1,6,5,1,0,3,0,0,2,11756,7800,1896,500,1560,0,1
1042,0,1,0,1,0,0,21,0,1,3,3,0,1,2,0,1,0,19140,10400,3600,1500,3640,0,1
1045,1,1,1,0,0,0,53,0,0,7,5,1,0,3,0,1,3,37820,26000,8040,3000,780,0,1
1048,0,0,0,1,0,0,36,0,1,4,2,2,0,1,0,0,1,19762,4160,3672,11150,780,1500,1
1053,0,1,0,1,0,0,43,0,1,5,3,2,0,2,0,0,2,18140,11700,4320,300,1820,0,1
1061,1,0,0,1,0,0,18,1,1,4,3,1,0,2,0,1,0,17000,2600,14400,0,0,0,1
1064,1,1,0,0,1,0,27,1,1,1,1,0,0,1,0,0,1,15560,7800,4200,2000,1560,0,1
1065,1,0,0,1,0,0,53,0,1,2,2,0,0,2,0,0,0,4840,3640,1200,0,0,0,1
1067,1,0,0,1,0,0,44,1,1,3,3,0,1,2,0,0,0,8920,5200,1200,2000,520,0,1
1068,0,0,0,1,0,0,44,0,1,5,3,2,0,1,1,0,1,6760,4160,1800,800,0,0,1
1070,0,0,0,1,0,0,23,1,0,5,5,0,1,2,2,1,0,14624,4680,1752,7100,1092,7000,1
1072,1,1,1,0,0,0,49,1,0,3,3,0,1,0,3,0,0,6120,3640,480,2000,0,0,1
1073,0,1,1,0,0,0,57,0,0,2,2,0,0,1,0,0,0,3896,2600,84,120,1092,0,1
1076,0,1,1,0,0,0,33,0,0,5,3,2,0,1,1,1,2,5080,3380,1200,500,0,0,1
1080,1,0,1,0,0,0,43,1,0,1,1,0,0,0,1,0,0,11700,4160,2160,3300,2080,7000,1
1084,0,0,0,1,0,0,37,0,1,3,2,1,0,1,0,0,1,13520,10400,2400,200,520,7000,1
1085,1,0,0,1,0,0,49,0,1,4,3,1,0,3,0,0,1,6620,3640,2160,300,520,0,1
1086,0,0,1,0,0,0,50,0,0,4,2,2,0,0,1,0,2,4500,2080,1200,700,520,3000,1
1087,1,0,0,1,0,0,43,0,1,4,2,2,0,1,1,0,2,7880,6240,360,240,1040,3000,1
1089,0,0,0,1,0,0,27,0,1,2,2,0,0,2,0,0,0,4684,2080,2004,600,0,3000,1
1091,0,1,0,1,0,0,28,0,0,4,2,2,0,0,2,0,1,9010,6240,1800,450,520,0,1
1094,1,0,0,1,0,0,29,1,1,4,4,0,0,2,0,1,0,3240,2600,120,0,520,0,1
1095,1,1,0,1,0,0,44,0,1,4,3,1,0,2,0,0,2,8080,5200,1440,400,1040,1500,1
1098,0,1,0,1,0,0,50,0,1,2,2,0,0,2,0,0,0,3868,2600,540,0,728,0,1
1099,1,1,1,0,0,0,45,0,0,9,8,1,0,3,1,0,3,14732,10400,1740,1500,1092,0,1
1100,1,1,0,0,1,0,42,1,1,3,3,0,2,1,0,2,0,7680,3120,1440,3120,0,0,1
1101,1,0,0,1,0,0,37,0,1,6,4,2,1,1,1,1,3,6160,3640,1920,600,0,0,1
1102,0,1,1,0,0,0,49,0,0,2,2,0,0,0,0,1,1,16460,5200,4920,5300,1040,0,1
1104,0,1,0,1,0,0,43,0,1,3,3,0,2,1,0,1,0,15490,11440,3180,870,0,1500,1
1105,1,1,0,1,0,0,57,0,0,3,3,0,0,2,0,1,0,11880,7800,4080,0,0,0,1
1106,1,1,0,1,0,0,40,0,1,5,3,2,0,1,1,0,3,8260,6240,120,1900,0,0,1
1107,1,1,1,0,0,0,46,0,1,4,4,0,0,4,0,0,0,20400,15600,4800,0,0,1500,1
1108,1,0,0,1,0,0,52,0,1,3,2,1,0,2,0,0,0,12050,2600,6240,1650,1560,3000,1
1109,0,0,0,0,1,0,25,1,1,4,4,0,1,2,0,1,0,15200,7800,2400,5000,0,0,1
1111,0,0,0,1,0,0,21,1,0,2,2,0,0,0,1,1,0,19120,5200,12360,0,1560,0,1
1113,1,1,0,1,0,0,54,0,1,2,2,0,0,2,0,0,0,6220,1560,2160,2500,0,0,1
1116,0,0,1,0,0,0,37,0,1,4,2,2,0,1,1,0,1,7420,4680,1200,760,780,0,1
1117,0,0,1,0,0,0,49,0,0,6,4,1,0,0,4,0,3,52320,18200,21600,12000,520,0,1
1119,1,0,0,1,0,0,29,1,1,4,4,0,0,3,1,0,1,31660,15600,4980,8480,2600,500,1
1121,1,1,0,1,0,0,27,0,0,4,2,2,0,1,0,0,0,7480,5200,2280,0,0,0,1
1122,1,1,0,1,0,0,39,0,1,4,3,1,0,2,0,0,2,7640,2600,5040,0,0,0,1
1125,0,0,0,1,0,0,39,0,1,4,2,1,0,2,0,0,1,15400,5200,480,9200,520,0,1
1127,0,1,0,1,0,0,41,0,0,5,4,1,0,2,0,0,1,14720,9360,3840,1000,520,0,1
1133,0,0,0,1,0,0,23,0,1,5,3,2,0,1,0,1,2,7520,6240,240,0,1040,0,1
1134,1,1,1,0,0,0,60,0,0,1,1,0,0,0,0,1,0,17540,4160,12360,500,520,0,1
1136,0,0,1,0,0,0,34,0,1,3,2,1,0,1,1,0,1,4660,3120,720,300,520,0,1
1138,0,1,0,1,0,0,23,1,1,3,3,0,0,2,0,1,0,10820,7800,1980,0,1040,0,1
1142,1,0,0,1,0,0,21,1,1,3,3,0,0,2,0,0,0,22980,7800,6960,7700,520,1500,1
1143,0,0,0,1,0,0,36,0,1,5,2,3,0,1,0,0,3,10600,6760,1500,1300,1040,1500,1
1146,1,0,0,1,0,0,42,0,1,5,5,0,0,2,2,0,1,7850,2600,4200,270,780,500,1
1148,1,1,0,1,0,0,33,0,0,4,3,1,0,1,1,0,2,15332,10712,540,2000,2080,15000,1
1149,1,0,0,1,0,0,35,0,1,5,2,3,0,1,0,0,3,8320,5980,1200,100,1040,0,1
1152,1,1,0,1,0,0,39,0,0,4,3,1,0,2,1,0,1,8300,6500,1800,0,0,500,1
1156,0,1,0,1,0,0,34,0,1,4,2,2,0,2,0,0,0,17960,14560,1920,700,780,0,1
1157,0,1,1,0,0,0,32,0,0,4,2,2,0,0,1,0,2,7112,5720,1080,0,312,0,1
1163,1,1,0,1,0,0,38,0,1,3,3,0,1,2,0,1,0,17880,5200,6180,6500,0,500,1
1164,0,0,1,0,0,0,32,0,0,4,2,2,0,0,1,0,2,5800,5200,480,120,0,0,1
1168,1,1,0,1,0,0,43,0,0,4,3,1,0,0,1,1,2,5420,2600,120,1400,1300,1500,1
1170,1,1,0,1,0,0,59,0,0,1,1,0,0,0,0,1,0,640,520,120,0,0,3000,1
1171,0,0,0,1,0,0,52,0,0,3,2,1,0,0,1,1,1,19012,7800,4440,5472,1300,0,1
1172,1,1,0,1,0,0,25,0,0,7,3,3,0,1,1,0,0,2950,1560,420,450,520,0,1
1174,0,0,0,1,0,0,53,0,1,3,3,0,0,3,0,0,0,17020,5720,6300,5000,0,0,1
1179,0,0,0,1,0,0,35,0,1,4,2,1,0,2,0,0,0,7440,3640,2760,0,1040,0,1
